Year,City,Population,Average Wage,Number of Employees,65+ percentage,0-17 percentage
2004,טמרה,25.3,3484,5080,3.040593903,44.66908861
2004,יבנה,31.8,6515,12253,6.076028904,31.63682061
2004,יהוד,25.1,7504,10154,9.345645598,29.08374463
2004,ירושלים,706.4,5567,171546,8.255470236,40.4633279
2004,כפר סבא,79.8,7511,34009,11.90156824,25.90540422
2004,כרמיאל,43.5,5675,18291,12.57268945,25.65104466
2004,לוד,66.6,4735,23221,10.27308778,33.3683831
2004,מגדל העמק,24.8,4734,8796,11.22374798,31.74878837
2004,מודיעין-מכבים-רעות,53.1,9472,20889,2.603666233,41.36099022
2004,מעלה אדומים,28.9,6498,11804,4.546554645,38.47111296
2004,מעלות-תרשיחא,21,4930,7191,11.23338574,30.1510171
2004,נהרייה,49.3,6126,19024,13.95976149,26.76144891
2004,נס ציונה,27.8,7597,11830,9.920948617,28.65971973
2004,נצרת,63.8,4186,17071,5.132507449,42.33652188
2004,נצרת עילית,43.9,4876,17343,16.42731969,22.87717062
2004,נשר,21.2,6311,8530,12.29810145,24.9645792
2004,נתיבות,23.7,3897,6549,6.776866492,42.92297286
2004,נתניה,169.4,5187,63881,15.14564826,27.41492784
2004,סח'נין,23.9,3647,5645,3.005029338,44.84911987
2004,עיר כרמל,23.6,4982,6332,5.064363144,35.57334011
2004,עכו,45.6,4485,15153,11.51845104,30.31853006
2004,עפולה,38.9,5068,14821,12.21438864,28.381021
2004,ערד,23.5,5549,9797,14.43114538,27.96353878
2004,פתח תקווה,176.2,6215,73460,13.38478125,26.82971117
2004,צפת,27.3,4428,7753,10.37435503,39.94950049
2004,קלנסווה,16.4,4138,3248,2.430999817,48.78450009
2004,קריית אונו,24.8,8543,10506,13.89213828,25.75934815
2004,קריית אתא,48.9,5565,18374,12.53627631,26.31514408
2004,קריית ביאליק,36.8,6272,15247,15.86722895,22.26091688
2004,קריית גת,47.8,4116,16221,11.95734003,30.18402342
2004,קריית ים,38,5025,14151,17.77701706,21.99283758
2004,קריית מוצקין,39.5,6459,16243,15.32409047,23.28846835
2004,קריית מלאכי,19.4,3809,6478,7.188902068,35.72791501
2004,קריית שמונה,22,4780,9413,9.079341998,28.59674634
2004,ראש העין,36.3,7013,12838,5.977841473,36.35486716
2004,ראשון לציון,217.4,6603,91935,9.979481612,26.69598741
2004,רהט,37.4,3435,5509,1.385693649,61.58043978
2004,רחובות,101.9,6736,41513,12.26723469,28.55025375
2004,רמלה,63.5,4423,21830,9.158236425,31.88994989
2004,רמת גן,127.4,7180,51611,18.0628601,21.11951897
2004,רמת השרון,35.9,10164,14641,14.47977685,24.79218968
2004,רעננה,70.5,9489,27086,9.68185751,27.29671078
2004,שגור*,27.8,3663,6674,3.143114311,45.89018902
2004,שדרות,20,4222,8478,9.765625,30.71414263
2004,שפרעם,32,4268,7844,4.123582519,41.71066196
2004,תל אביב-יפו,371.4,7207,167623,15.56190922,20.00705365
2004,אבו גוש,5.5,3638.717863,1351,3.978828253,42.48950538
2004,אבו סנאן,11.1,3826.987297,2624,3.928796188,41.17594174
2004,אבן יהודה,9,9179.454928,3561,7.607607608,31.60938716
2004,אורנית,5.5,8494.28408,2142,2.729937706,34.46317332
2004,אזור,10,5959.61933,4012,10.64745322,25.89812869
2004,אכסאל,11,4063.632285,2305,2.392038711,46.91865242
2004,אליכין,2.6,5754.953563,987,10.46466224,34.67395549
2004,אלעד,22.6,3854.18203,5077,0.597345133,54.26106195
2004,אלפי מנשה,5.4,7534.76293,2333,2.61365728,31.49272962
2004,אלקנה,3,8870.265466,1277,3.151190077,31.74656386
2004,אעבלין,10.5,4060.472315,2408,3.227341965,43.25971059
2004,אפרתה,7.3,7512.379861,2357,3.038636051,45.66203767
2004,באר יעקב,8.9,5944.37333,2644,7.455647878,34.2802605
2004,בועיינה-נוג'ידאת,7.5,3394.525438,1484,1.988788041,49.01227977
2004,בוקעאתא,5.3,3425.845873,1276,4.647224835,39.52963311
2004,ביר אל-מכסור,6.9,3468.855585,1498,2.477050852,48.27334985
2004,בית אל,4.8,5395.708535,1443,1.784589544,52.00503884
2004,בית אריה,3.4,6941.934564,1341,2.002321532,36.88334301
2004,בית ג'ן,9.8,4707.780678,2423,5.27599878,41.16092305
2004,בית דגן,5.4,6587.321308,1982,7.100149477,33.80044843
2004,"בני עי""ש",7.7,4949.237199,2936,15.52421987,25.99556078
2004,בנימינה-גבעת עדה,9.8,8465.563299,3702,7.12749616,33.94777266
2004,"בסמ""ה",7.2,3553.586402,1548,1.765760795,57.02855566
2004,בסמת טבעון,6,3816.654987,1377,3.301650825,45.03918626
2004,גבעת זאב,10.6,7194.755407,4192,3.638928068,36.09779031
2004,גבעת שמואל,17.4,8550.773507,7129,7.85800448,33.48268137
2004,ג'דיידה-מכר,17.2,3430.6615,3790,3.200419727,43.57584237
2004,גדרה,13.6,6918.905196,5071,10.35695961,36.56087371
2004,ג'ולס,5.2,4846.937438,1352,5.094558086,40.77576225
2004,ג'לג'וליה,7.3,3943.250056,1500,2.490473598,49.72781709
2004,גן יבנה,14,6979.995995,5098,4.48103078,38.90479599
2004,גני תקווה,12,8826.736035,4726,8.646616541,30.56808688
2004,ג'סר א-זרקא,10.8,2873.704104,3123,1.494199536,49.68909513
2004,ג'ש (גוש חלב),2.6,5027.438136,885,9.505557685,35.10923726
2004,דבורייה,8.1,4122.51407,1836,4.139891251,44.55017301
2004,דייר חנא,8.3,3448.390177,1963,3.400048228,43.93537497
2004,הר אדר,2.1,12878.61246,947,2.892960463,30.90646095
2004,זכרון יעקב,15.7,10148.94529,5465,7.848521617,36.45188071
2004,זמר,5,4276.799987,1292,3.602707006,45.20302548
2004,זרזיר,6.1,3746.08513,1113,2.427105392,48.65613292
2004,חורה,8.8,4077.196266,1174,1.547036742,57.62711864
2004,חורפיש,5.1,4996.942557,1207,3.973902728,42.40806643
2004,חצור הגלילית,8.4,4164.934879,2965,8.456885304,36.60301269
2004,טובא-זנגרייה,5,3091.316633,1472,1.932270916,45.69721116
2004,טורעאן,10.9,3751.151932,2364,3.377197018,46.90346922
2004,יאנוח-ג'ת,5,4624.349921,1472,3.094855305,42.90594855
2004,יבנאל,2.7,5065.179688,768,8.045140153,41.28139789
2004,יסוד המעלה,1.2,,,8.777686628,29.77850697
2004,יפיע,16.2,3969.889749,3712,3.45659164,43.04353203
2004,יקנעם עילית,17.8,6704.394422,7571,7.241243605,34.40152921
2004,ירוחם,8.7,5291.590144,3010,8.423819865,33.74099897
2004,ירכא,12.3,4291.563803,2671,3.264506651,45.14812699
2004,כאבול,9.2,3783.244574,2104,2.49373843,45.30109986
2004,כאוכב אבו אל-היג'א,2.7,4137.290712,786,4.203539823,41.2979351
2004,כוכב יאיר,11.8,11054.24069,4146,2.643619725,35.00254194
2004,כסיפה,9.4,3711.379501,1509,1.132357654,60.28202115
2004,כסרא-סמיע,6.4,4589.215392,1582,3.284329058,46.66875195
2004,כעביה-טבאש-חג'אג'רה,3.9,3479.676581,933,2.459228579,50.84131504
2004,כפר ברא,2.5,4424.19873,551,2.176541717,55.0987505
2004,כפר ורדים,5.4,9585.886378,2113,6.011838698,33.31483537
2004,כפר יאסיף,8.2,4094.989688,2392,4.962809413,39.40982807
2004,כפר יונה,12.4,6396.866452,4821,4.517852805,34.24823901
2004,כפר כמא,2.8,5165.163369,834,6.900212314,35.42108988
2004,כפר כנא,17.1,3440.137482,3652,2.752078698,47.58168404
2004,כפר מנדא,14.6,3226.361048,2652,2.357201421,52.41186116
2004,כפר קאסם,16.8,3983.664665,3581,2.650429799,49.7552531
2004,כפר קרע,13.9,4179.697738,3854,3.094568275,44.30498449
2004,כפר שמריהו,1.8,,,21.00558659,23.01675978
2004,כפר תבור,2.4,8544.62434,1073,4.336842105,32.16842105
2004,להבים,5.3,12264.09195,2475,3.138589525,33.74929098
2004,לקיה,7.6,3799.771113,1267,1.968555952,53.07173999
2004,מבשרת ציון,21.7,9205.836752,8653,6.593356032,32.8241465
2004,מגאר,18.6,4235.468582,3915,3.292801033,43.92553535
2004,מגדל,1.5,,,6.666666667,29.86394558
2004,מג'דל שמס,8.6,2937.065806,2073,4.170045175,36.5110622
2004,מודיעין עילית,27.4,2959.525707,4010,1.069889725,58.05155919
2004,מזכרת בתיה,7.8,8337.976705,3191,4.627972386,34.44131936
2004,מזרעה,3.3,3956.605485,790,4.389369961,42.46043595
2004,מטולה,1.5,,,6.308724832,30.73825503
2004,מיתר,6.5,10620.87779,2885,5.402916347,33.06216424
2004,מסעדה,3.2,2904.554531,868,4.008838384,36.7739899
2004,מעיליא,2.6,5642.188523,896,10.47040971,33.04248862
2004,מעלה אפרים,1.5,,,3.846153846,30.49450549
2004,מעלה עירון,11.3,3763.887101,2331,2.781702579,47.91593077
2004,מצפה רמון,4.6,4326.850705,1631,8.8533794,35.54307925
2004,משהד,6.6,3397.178854,1265,2.833762691,48.58311865
2004,נחף,9.8,3825.886025,2173,2.532679739,49.31576797
2004,סאג'ור,3.5,4708.907895,874,3.439306358,44.19075145
2004,סביון,3.2,18071.25646,1173,17.44509743,23.94061243
2004,ע'ג'ר,2,,,2.600713921,46.65986741
2004,עומר,6,12670.07791,3072,14.59549625,23.43619683
2004,עיילבון,4.2,4712.14149,1367,5.04380772,38.02983661
2004,עילוט,6.3,3383.834604,1049,2.318564396,48.78513578
2004,עין מאהל,10.4,3355.216095,2040,2.571015888,47.58786712
2004,עין קנייא,1.8,,,4.159733777,37.60399334
2004,עמנואל,2.6,3622.010577,520,4.371373308,51.25725338
2004,עראבה,19.1,3587.550932,4043,2.83379603,47.43596459
2004,ערערה,15.2,3937.440776,3574,3.79066107,43.65818468
2004,ערערה-בנגב,11.7,3392.024432,1262,1.260828544,60.502616
2004,פוריידיס,9.8,3518.780672,2543,2.714839763,43.33537457
2004,פסוטה,2.9,4457.588701,916,8.205841446,33.69262865
2004,פקיעין (בוקייעה),4.9,4584.492138,1431,5.766497462,38.49746193
2004,פרדס חנה-כרכור,29.3,5935.093834,10817,11.64035596,30.86705991
2004,פרדסייה,6.1,8389.519647,2354,2.437016302,33.97003129
2004,צורן-קדימה*,15.7,8348.767581,5432,5.048061621,38.65300146
2004,קדומים,3,5563.646891,1024,2.92358804,43.95348837
2004,קציר-חריש,3.7,6177.164454,1243,4.796947397,35.02316708
2004,קצרין,6.4,4235.298137,2898,9.579990562,29.8883121
2004,קריית ארבע,6.7,4122.06309,1976,5.081942565,44.94061043
2004,קריית טבעון,13.6,8598.652167,5615,15.13230633,26.29910813
2004,קריית יערים,3,5038.895833,440,2.623612513,49.8822738
2004,קריית עקרון,9.7,5200.974898,3509,8.344479885,30.47638646
2004,קרני שומרון,6.2,5968.022852,2239,3.646677472,38.23338736
2004,ראמה,7.4,4825.558716,1916,7.166959104,38.08881091
2004,ראש פינה,2.3,6312.879744,975,6.483899043,29.02523934
2004,ריינה,15.3,3747.4286,2891,3.325927862,43.40695243
2004,רכסים,8.3,3876.283914,1693,4.013539652,50.71324952
2004,רמת ישי,5.4,8360.522174,2206,3.930614505,30.19007197
2004,שבלי - אום אל-גנם,4.7,3906.88784,1165,2.989821883,45.37743851
2004,שגב-שלום,5.9,3545.677111,758,1.439458086,59.76291279
2004,שוהם,17.5,11157.07541,6047,1.853759011,43.16283328
2004,שלומי,5.4,4856.513474,2109,7.095096582,31.79791976
2004,שעב,5.8,3534.017726,1227,2.808599168,46.4112344
2004,תל מונד,8.3,10089.87018,3236,4.765926641,36.55888031
2004,תל שבע,12.5,3627.430186,1504,1.240496198,62.54501801
2005,אום אל-פחם,41.12,3380,8969,2.594844358,48.00583658
2005,אופקים,24.168,4141,7864,9.847732539,35.41873552
2005,אור יהודה,30.627,5599,12537,8.342312339,30.84859764
2005,אור עקיבא,15.801,4438,7178,10.64489589,28.24504778
2005,אילת,45.666,5275,25850,6.286953094,27.05951912
2005,אריאל,16.52,5515,7912,8.371670702,27.23365617
2005,אשדוד,200.613,5605,75392,11.50423951,32.3000005
2005,אשקלון,106.552,4949,41059,13.85989939,27.87089872
2005,באקה-ג'ת,30.997,4210,8444,3.316449979,44.98499855
2005,באר שבע,185.068,5512,72591,12.21821168,27.07977608
2005,בית שאן,16.232,4472,6800,7.060128142,34.41966486
2005,בית שמש,65.905,5161,16912,4.638494803,49.03876792
2005,ביתר עילית,26.996,3291,4120,0.718624981,62.52407764
2005,בני ברק,145.058,4519,32795,7.885811193,46.56551173
2005,בת ים,129.695,4732,58772,18.94598867,20.87898531
2005,גבעתיים,48.693,8765,22441,18.86102725,20.7339864
2005,דימונה,33.49,5694,13316,9.770080621,31.10182144
2005,הוד השרון,43.137,9698,18612,8.336231078,30.39154322
2005,הרצלייה,83.744,8579,37931,13.78845052,22.73715132
2005,חדרה,75.692,5465,33972,12.45574169,27.50753052
2005,חולון,166.19,5971,73958,15.07431253,23.94909441
2005,חיפה,267.045,7007,107663,18.04452433,22.05246307
2005,טבריה,40.036,4355,15803,9.91357778,31.33429913
2005,טייבה,33.048,3853,8477,3.688574195,44.55640281
2005,טירה,20.671,3904,5289,4.068501766,42.62977118
2005,טירת כרמל,18.86,4822,7373,11.65959703,26.59597031
2005,טמרה,25.968,3479,6266,3.203943315,44.43930992
2005,יבנה,31.883,6685,13487,6.16315905,31.19530784
2005,יהוד,25.246,8386,11057,9.454963162,29.06202963
2005,ירושלים,719.946,5670,185594,8.231450692,40.51595536
2005,כפר סבא,80.668,7824,36820,12.07418059,25.61982447
2005,כרמיאל,43.748,5752,20152,12.67715096,25.42744811
2005,לוד,66.599,5019,25951,10.41457079,33.42842986
2005,מגדל העמק,24.733,4792,9423,11.31282093,31.45190636
2005,מודיעין-מכבים-רעות,58.042,10054,24210,2.801419662,41.19258468
2005,מעלה אדומים,30.162,6389,13140,4.787480936,37.90862675
2005,מעלות-תרשיחא,21.104,5135,8585,11.32960576,29.7621304
2005,נהרייה,49.835,6299,22386,13.88983646,26.71816996
2005,נס ציונה,29.252,8322,13664,9.712156434,28.80486804
2005,נצרת,64.294,4133,18312,5.353532211,41.96814633
2005,נצרת עילית,43.713,4727,18249,16.6403587,22.56079427
2005,נשר,21.304,6478,9103,12.35918137,24.6104018
2005,נתיבות,24.274,3978,7672,6.850951635,42.815358
2005,נתניה,171.381,5518,70395,15.22572514,27.19613026
2005,סח'נין,24.413,3668,6330,3.21140376,44.18137877
2005,עיר כרמל,24.002,4786,6952,5.191234064,35.05124573
2005,עכו,45.807,4440,17558,11.43929967,30.07182308
2005,עפולה,39.118,4719,15951,12.34981339,27.71358454
2005,ערד,23.294,5686,10227,14.83214562,27.46630033
2005,פתח תקווה,179.382,6442,80655,13.4199641,26.81874436
2005,צפת,28.202,4359,8418,10.05957024,40.48294447
2005,קלנסווה,16.896,3827,4001,2.562736742,48.43158144
2005,קריית אונו,25.368,9345,11838,13.89940082,25.85935036
2005,קריית אתא,49.217,5739,20546,12.76997785,25.81831481
2005,קריית ביאליק,36.651,6337,16829,15.80038744,21.83023656
2005,קריית גת,47.585,4211,18457,12.01429022,29.82872754
2005,קריית ים,37.55,5027,15881,17.98135819,21.67509987
2005,קריית מוצקין,39.762,6581,17887,15.80906393,23.04964539
2005,קריית מלאכי,19.381,3880,7043,7.306124555,35.16846396
2005,קריית שמונה,22.032,4791,9958,9.204793028,28.21804648
2005,ראש העין,36.855,7194,13992,6.235246235,35.74548908
2005,ראשון לציון,219.475,7054,101520,10.19068231,26.28044196
2005,רהט,38.88,3446,6391,1.422325103,61.40946502
2005,רחובות,103.041,6980,44708,12.38924312,28.43334207
2005,רמלה,63.688,4656,23513,9.27490265,31.65274463
2005,רמת גן,128.373,7574,56990,17.81137778,21.10724218
2005,רמת השרון,36.234,10762,15612,14.77065739,25.02897831
2005,רעננה,71.905,10167,30382,9.846325012,27.46540574
2005,שגור*,28.476,3669,7238,3.223767383,45.56468605
2005,שדרות,20.004,4338,8772,9.883023395,30.1239752
2005,שפרעם,32.799,4127,8326,4.289764932,41.57443825
2005,תל אביב-יפו,378.902,7700,183452,15.06827623,19.89036743
2005,אבו גוש,5.7,4022.330367,1489,4.067197171,42.75862069
2005,אבו סנאן,11.3,3814.047852,2910,4.140493674,40.93603468
2005,אבן יהודה,9.4,9775.584322,4045,7.566702241,31.9850587
2005,אורנית,5.6,8937.078072,2360,2.97224709,33.98388541
2005,אזור,10.1,6305.770829,4329,10.39128281,26.15156018
2005,אכסאל,11.2,3987.544913,2477,2.422083704,46.79430098
2005,אליכין,2.6,5856.097323,1102,10.25543271,35.18871521
2005,אלעד,25.5,4151.547202,6142,0.61868588,55.90884173
2005,אלפי מנשה,5.5,7786.351224,2697,3.031943692,31.20375384
2005,אלקנה,3,9512.693507,1363,3.779952751,31.75835302
2005,אעבלין,10.7,4007.897593,2569,3.327740492,43.13012677
2005,אפרתה,7.4,7787.456892,2573,3.1637049,44.57458266
2005,באר יעקב,9.1,6110.121235,2988,7.308240974,34.56600461
2005,בועיינה-נוג'ידאת,7.7,3541.251358,1657,2.165970772,47.88622129
2005,בוקעאתא,5.4,3397.469755,1430,4.743519029,39.47416805
2005,ביר אל-מכסור,7,3573.55291,1638,2.582292849,47.43189557
2005,בית אל,5,5558.776296,1556,1.852224683,51.01671029
2005,בית אריה,3.5,7831.23331,1453,2.198437952,37.11310385
2005,בית ג'ן,10,3790.884006,2628,5.479314835,40.5890013
2005,בית דגן,5.4,7094.372668,2233,7.215166575,33.53579974
2005,"בני עי""ש",7.6,5077.788688,3007,15.75153977,25.64539379
2005,בנימינה-גבעת עדה,10.2,9222.646444,4096,7.043084792,34.11371237
2005,"בסמ""ה",7.6,3766.34488,1862,1.906779661,56.79290254
2005,בסמת טבעון,6.2,3862.325958,1548,3.50877193,44.8897473
2005,גבעת זאב,10.7,7203.648818,4440,4.072822823,35.29466967
2005,גבעת שמואל,18.2,9221.591354,7907,7.958801498,33.90063891
2005,ג'דיידה-מכר,17.4,3514.722603,4450,3.436012161,43.38897493
2005,גדרה,14.5,7224.161139,5653,10.10517633,36.88733072
2005,ג'ולס,5.3,4140.581843,1566,5.090218424,40.22792023
2005,ג'לג'וליה,7.6,3426.852092,1697,2.539010844,49.97355197
2005,גן יבנה,14.9,7543.28208,5824,4.407509589,38.83318754
2005,גני תקווה,12.1,9483.747189,5158,8.688118812,30.53630363
2005,ג'סר א-זרקא,11.1,3004.930911,3165,1.514605121,49.35088352
2005,ג'ש (גוש חלב),2.6,4810.639779,967,9.836688188,34.94113179
2005,דבורייה,8.3,3991.112339,1991,4.335782247,44.45381188
2005,דייר חנא,8.5,3545.630714,2151,3.501532657,43.75147371
2005,הר אדר,2.3,13195.40336,1052,3.008849558,32.21238938
2005,זכרון יעקב,16.4,10780.85573,6122,7.800207355,36.64084894
2005,זמר,5.1,4099.227432,1381,3.670441234,44.63100351
2005,זרזיר,6.3,3640.116198,1316,2.669632925,48.11695535
2005,חורה,9.4,4084.630529,1349,1.544195953,57.60383387
2005,חורפיש,5.2,4146.307814,1267,4.250776398,41.86723602
2005,חצור הגלילית,8.4,4316.806277,3197,8.783382789,36.34421365
2005,טובא-זנגרייה,5.2,3291.963305,1626,2.26744186,44.98062016
2005,טורעאן,11.1,3685.527657,2531,3.452926895,46.41668915
2005,יאנוח-ג'ת,5.1,4311.637896,1483,3.075416259,42.70323213
2005,יבנאל,2.8,5034.337589,842,7.968413496,40.59583632
2005,יסוד המעלה,1.3,,,9.047619048,29.12698413
2005,יפיע,16.6,3944.460384,3921,3.587983866,42.42971525
2005,יקנעם עילית,18.2,7083.160605,8111,7.372867409,34.28602776
